accession,organism,suspected_status,confidence,evidence_source,evidence_text,voucher,refseq_source_accession,source_accession_in_mycomap_list,dikarya_jobs_containing,example_tip_label,ncbi_url
NR_177469,Inocybe substellata,holotype,high,GenBank /type_material qualifier,holotype of Inocybe substellata,G:00053153,KT958928,yes,22,NR_177469 Inocybe substellata G:00053153,https://www.ncbi.nlm.nih.gov/nuccore/NR_177469
NR_183002,Pluteus parvisporus,holotype,high,GenBank /type_material qualifier,holotype of Pluteus parvisporus,NBM:F-009336,ON864098,yes,22,NR_183002 Pluteus parvisporus NBM:F-009336 Tennessee US,https://www.ncbi.nlm.nih.gov/nuccore/NR_183002
NR_184970,Russula arvernensis,holotype,high,GenBank /type_material qualifier,holotype of Russula arvernensis,PC:0782309,OM964844,yes,22,NR_184970 Russula arvernensis PC:0782309,https://www.ncbi.nlm.nih.gov/nuccore/NR_184970
NR_119877,Pluteus multiformis,holotype,high,GenBank /type_material qualifier,holotype of Pluteus multiformis,AH:40107,HM562201,no,21,NR_119877 Pluteus multiformis AH:40107 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_119877
NR_119893,Hygrocybe acutoconica var. microspora,holotype,high,GenBank /type_material qualifier,holotype of Hygrocybe acutoconica var. microspora,TENN:010798,HQ179683,yes,21,NR_119893 Hygrocybe acutoconica var. microspora TENN:010798 Tennessee US,https://www.ncbi.nlm.nih.gov/nuccore/NR_119893
NR_138409,Bolbitius pallidus,holotype,high,GenBank /type_material qualifier,holotype of Bolbitius pallidus,LE<RUS>:234343,KR425536,yes,21,NR_138409 Bolbitius pallidus LE:234343 Russia,https://www.ncbi.nlm.nih.gov/nuccore/NR_138409
NR_148106,Candolleomyces cacao,holotype,high,GenBank /type_material qualifier,holotype of Psathyrella cacao,SFSU:DED 8339,KX017210,yes,21,NR_148106 Psathyrella cacao SFSU:DED 8339,https://www.ncbi.nlm.nih.gov/nuccore/NR_148106
NR_152912,Gymnopus talisiae,type,high,GenBank /type_material qualifier,type material of Gymnopus talisiae,URM<BRA>:87730,KT222655,yes,21,NR_152912 Gymnopus talisiae URM:87730 Paraíba BR,https://www.ncbi.nlm.nih.gov/nuccore/NR_152912
NR_154788,Cantharellus decolorans,epitype,high,GenBank /type_material qualifier,epitype of Cantharellus decolorans,PC:0084098,KF981367,yes,21,NR_154788 Cantharellus decolorans PC:0084098 Madagascar,https://www.ncbi.nlm.nih.gov/nuccore/NR_154788
NR_158877,Psathyrella merdicola,holotype,high,GenBank /type_material qualifier,holotype of Psathyrella merdicola,GB:LO45-02,DQ389688,yes,21,NR_158877 Psathyrella merdicola GB:LO45-02,https://www.ncbi.nlm.nih.gov/nuccore/NR_158877
NR_171151,Cortinarius striatulorufus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius striatulorufus,PC:3022,MT935456,yes,21,NR_171151 Cortinarius striatulorufus PC:3022 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_171151
NR_184874,Pluteus austrofulvus,holotype,high,GenBank /type_material qualifier,holotype of Pluteus austrofulvus,NBM:F-009329,KM983701,yes,21,NR_184874 Pluteus austrofulvus NBM:F-009329 Arkansas US,https://www.ncbi.nlm.nih.gov/nuccore/NR_184874
NR_185516,Lactarius atrii,type,high,GenBank /type_material qualifier,type material of Lactarius atrii,GENT:AVKDKVP-09-066,KT165241,yes,21,NR_185516 Lactarius atrii GENT:AVKDKVP-09-066 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_185516
NR_191119,Crepidotus wasseri,holotype,high,GenBank /type_material qualifier,holotype of Crepidotus wasseri,LE<RUS>:287679,MW722981,yes,21,NR_191119 Crepidotus wasseri LE 287679 from TYPE material LE:287679,https://www.ncbi.nlm.nih.gov/nuccore/NR_191119
NR_198426,Clavulinopsis bicolor,holotype,high,GenBank /type_material qualifier,holotype of Clavulinopsis bicolor,MHHNU:10381,OQ703780,yes,21,NR_198426 Clavulinopsis bicolor MHHNU:10381 Hainan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_198426
LN850614,Entoloma fasciculatum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma fasciculatum,holotype TENN29376,,,20,LN850614 Entoloma fasciculatum holotype TENN29376 United States,https://www.ncbi.nlm.nih.gov/nuccore/LN850614
NR_131855,Cortinarius transatlanticus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius transatlanticus,WTU:J. F. Ammirati 11244,KP087979,yes,20,NR_131855 Cortinarius transatlanticus WTU:J. F. Ammirati 11244 Florida US,https://www.ncbi.nlm.nih.gov/nuccore/NR_131855
NR_153006,Phlegmacium patrickense,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius fraudulosus var. patrickensis,IB:19950617,KF732307,yes,20,NR_153006 Cortinarius patrickensis IB:19950617 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_153006
NR_153187,Inosperma neobrunnescens var. leucothelotum,isotype,high,GenBank /type_material qualifier,isotype of Inocybe neobrunnescens var. leucothelota,ACAD:11597,KY923019,yes,20,NR_153187 Inocybe neobrunnescens var. leucothelota WTU:ACAD11597 Nova Scotia CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_153187
NR_164071,Cortinarius uxorum,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius uxorum,MA:91813,MK766871,yes,20,NR_164071 Cortinarius uxorum MA:91813 Lleida ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_164071
NR_164493,Amanita detersa,holotype,high,GenBank /type_material qualifier,holotype of Amanita detersa,HKAS:71476,MH508328,yes,20,NR_164493 Amanita detersa HKAS:71476 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_164493
NR_167956,Psathyrella fennoscandica,type,high,GenBank /type_material qualifier,"type material of Psathyrella fennoscandica Orstadius & E. Larss., 2015",GB:LO484-05,KC992903,yes,20,NR_167956 Psathyrella fennoscandica GB:LO484-05 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_167956
NR_169666,Tetrapyrgos atrocyanea,epitype,high,GenBank /type_material qualifier,epitype of Pterospora atrocyanea,SFSU:JES 216,MF075137,yes,20,NR_169666 Tetrapyrgos atrocyanea SFSU:JES 216 Madagascar,https://www.ncbi.nlm.nih.gov/nuccore/NR_169666
NR_173213,Psathyrella lanatipes,holotype,high,GenBank /type_material qualifier,holotype of Psathyrella lanatipes,MICH:11959,MW412404,yes,20,NR_173213 Psathyrella lanatipes MICH:11959 Oregon US,https://www.ncbi.nlm.nih.gov/nuccore/NR_173213
NR_177610,Entoloma transitionisporum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma transitionisporum,UCH:11743,MZ611653,yes,20,NR_177610 Entoloma transitionisporum UCH:11743 Panama,https://www.ncbi.nlm.nih.gov/nuccore/NR_177610
NR_186970,Marasmius obscuroaurantiacus,holotype,high,GenBank /type_material qualifier,holotype of Marasmius obscuroaurantiacus,BKF:10242,MZ145165,yes,20,NR_186970 Marasmius obscuroaurantiacus BKF:10242 Thailand,https://www.ncbi.nlm.nih.gov/nuccore/NR_186970
LN850526,Entoloma serpens,holotype,high,GenBank /type_material qualifier,holotype of Entoloma serpens,holotype 410/09 TUR,,,19,LN850526 Entoloma serpens holotype 410/09 TUR Finland,https://www.ncbi.nlm.nih.gov/nuccore/LN850526
NR_119994,Inocybe ericetorum,holotype,high,GenBank /type_material qualifier,holotype of Inocybe ericetorum,TURA:177504,JN580877,yes,19,NR_119994 Inocybe ericetorum TURA:177504 Finland,https://www.ncbi.nlm.nih.gov/nuccore/NR_119994
NR_120124,Phylloporus rubrosquamosus,holotype,high,GenBank /type_material qualifier,holotype of Phylloporus rubrosquamosus,HKAS:54559,JQ967262,yes,19,NR_120124 Phylloporus rubrosquamosus HKAS:54559 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_120124
NR_131791,Cortinarius pseudobovinus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius pseudobovinus,IB:19890300,DQ499465,yes,19,NR_131791 Cortinarius pseudobovinus IB:19890300 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_131791
NR_155720,Ramaria luteovernalis,holotype,high,GenBank /type_material qualifier,holotype of Ramaria luteovernalis,MCVE:28637,KT357471,yes,19,NR_155720 Ramaria luteovernalis MCVE:28637,https://www.ncbi.nlm.nih.gov/nuccore/NR_155720
NR_157970,Phlegmacium vacciniophilum,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius vacciniophilus,O:T.E. Brandrud 17-88,KF732465,yes,19,NR_157970 Cortinarius vacciniophilus O:T.E. Brandrud 17-88 Norway,https://www.ncbi.nlm.nih.gov/nuccore/NR_157970
NR_158849,Pholiotina mediterranea,holotype,high,GenBank /type_material qualifier,holotype of Pholiotina mediterranea,MA:Fungi:89945,MF142244,no,19,NR_158849 Pholiotina mediterranea MA:Fungi:89945,https://www.ncbi.nlm.nih.gov/nuccore/NR_158849
NR_159822,Crepidotus rufofloccosus,holotype,high,GenBank /type_material qualifier,holotype of Crepidotus rufofloccosus,PDD:72601,KY827296,yes,19,NR_159822 Crepidotus rufofloccosus PDD:72601 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_159822
NR_160476,Tubaria similis,isotype,high,GenBank /type_material qualifier,isotype of Tubaria similis,PDD:98279,KY827306,yes,19,NR_160476 Tubaria similis PDD:98279 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_160476
NR_169958,Inocybe grammatoides,holotype,high,GenBank /type_material qualifier,holotype of Inocybe grammatoides,AH:46618,MK480531,yes,19,NR_169958 Inocybe grammatoides AH:46618 Asturias ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_169958
NR_172147,Entoloma belouvense var. albertinae,holotype,high,GenBank /type_material qualifier,holotype of Nolanea albertinae,SP:Karstedt FK0935,KF679348,yes,19,NR_172147 Nolanea albertinae SP:Karstedt FK0935 São Paulo BR,https://www.ncbi.nlm.nih.gov/nuccore/NR_172147
NR_174872,Inocybe blandula,holotype,high,GenBank /type_material qualifier,holotype of Inocybe blandula,STU:SMNS-STU-F-0901577,MZ144123,yes,19,NR_174872 Inocybe blandula STU:SMNS-STU-F-0901577 Austria,https://www.ncbi.nlm.nih.gov/nuccore/NR_174872
NR_175690,Gyroporus porphyreus,holotype,high,GenBank /type_material qualifier,holotype of Gyroporus porphyreus,FHMU:917,MW380854,yes,19,NR_175690 Gyroporus porphyreus FHMU:917 Lima Province PE,https://www.ncbi.nlm.nih.gov/nuccore/NR_175690
NR_184509,Inocybe elysii,holotype,high,GenBank /type_material qualifier,holotype of Inocybe elysii,STU:SMNS-STU-F-0901682,ON003438,yes,19,NR_184509 Inocybe elysii STU:SMNS-STU-F-0901682,https://www.ncbi.nlm.nih.gov/nuccore/NR_184509
NR_111478,Psilocybe cyanescens,ex-epitype,high,GenBank /type_material qualifier,culture from epitype of Psilocybe cyanescens,PRM:901481,GU565175,yes,18,NR_111478 Psilocybe cyanescens PRM:901481,https://www.ncbi.nlm.nih.gov/nuccore/NR_111478
NR_130230,Phlegmacium misermontii,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius misermontii,PC:R. Henry 84.134,KF732348,yes,18,NR_130230 Cortinarius misermontii PC:R. Henry 84.134 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_130230
NR_131831,Cortinarius pseudofallax,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius pseudofallax,personal:X. Carteret:2001-110,KF048130,yes,18,NR_131831 Cortinarius pseudofallax personal:X. Carteret:2001-110 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_131831
NR_132898,Cibaomyces glutinis,holotype,high,GenBank /type_material qualifier,holotype of Cibaomyces glutinis,HKAS:80855,KJ024101,yes,18,NR_132898 Cibaomyces glutinis HKAS:80855 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_132898
NR_132910,Rhizomarasmius oreinus,holotype,high,GenBank /type_material qualifier,holotype of Rhizomarasmius oreinus,AQUI:6763,KM588676,yes,18,NR_132910 Rhizomarasmius oreinus AQUI:6763 Italy,https://www.ncbi.nlm.nih.gov/nuccore/NR_132910
NR_145011,Agaricus tibetensis,holotype,high,GenBank /type_material qualifier,holotype of Agaricus tibetensis,HMAS:275725,KM657895,yes,18,NR_145011 Agaricus tibetensis HMAS:275725 CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_145011
NR_152900,Entoloma luteofuscum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma luteofuscum,K(M):188309,KF698730,yes,18,NR_152900 Entoloma luteofuscum K:M 188309 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_152900
NR_153168,Inosperma viridipes,isotype,high,GenBank /type_material qualifier,isotype of Inocybe viridipes,TENN:066999,KP641645,yes,18,NR_153168 Inocybe viridipes TENN:066999 Queensland AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_153168
NR_160442,Pseudosperma keralense,holotype,high,GenBank /type_material qualifier,holotype of Inocybe keralensis,K(M):191712,KM924523,yes,18,NR_160442 Inocybe keralensis K(M):191712 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_160442
NR_165883,Pseudosperma friabile,holotype,high,GenBank /type_material qualifier,holotype of Inocybe friabilis,TENN:068384,MH216095,yes,18,NR_165883 Inocybe friabilis TENN:068384 Tennessee US,https://www.ncbi.nlm.nih.gov/nuccore/NR_165883
NR_166301,Tylopilus griseiolivaceus,holotype,high,GenBank /type_material qualifier,holotype of Tylopilus griseiolivaceus,JBSD:127431,MN115807,yes,18,NR_166301 Tylopilus griseiolivaceus JBSD:127431 Dominican Republic,https://www.ncbi.nlm.nih.gov/nuccore/NR_166301
NR_169700,Panaeolus axfordii,holotype,high,GenBank /type_material qualifier,holotype of Panaeolus axfordii,MFLU:19-2367,MN482689,yes,18,NR_169700 Panaeolus axfordii MFLU:19-2367 Yunnan,https://www.ncbi.nlm.nih.gov/nuccore/NR_169700
NR_171144,Cortinarius punctatoides,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius punctatoides,PC:2009-72,MT935358,yes,18,NR_171144 Cortinarius hirtus PC:2009-72 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_171144
NR_171961,Pseudosperma salentinum,holotype,high,GenBank /type_material qualifier,holotype of Pseudosperma salentinum,MCVE:30342,MT095093,yes,18,NR_171961 Pseudosperma salentinum MCVE:30342 Brindisi IT,https://www.ncbi.nlm.nih.gov/nuccore/NR_171961
NR_172349,Cortinarius subgrisescens,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius subgrisescens,G:4234/4274,MT935490,yes,18,NR_172349 Cortinarius subgrisescens G:4234/4274 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_172349
NR_173210,Psathyrella carbonicola,holotype,high,GenBank /type_material qualifier,holotype of Psathyrella carbonicola,MICH:11896,MW412400,yes,18,NR_173210 Psathyrella pennata MICH:11896 Oregon US,https://www.ncbi.nlm.nih.gov/nuccore/NR_173210
NR_173976,Pseudosperma emberizanum,holotype,high,GenBank /type_material qualifier,holotype of Pseudosperma emberizanum,STU:SMNS-STU-F-0901461,MW647630,yes,18,NR_173976 Pseudosperma emberizanum STU:SMNS-STU-F-0901461 Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_173976
NR_174896,Russula minor,holotype,high,GenBank /type_material qualifier,holotype of Russula minor,GDGM:79686,MN275666,yes,18,NR_174896 Russula minor GDGM:79686 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_174896
NR_177614,Entoloma cremeostriatum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma cremeostriatum,M:KaiR613,MZ611664,yes,18,NR_177614 Entoloma cremeostriatum M:KaiR613 Panama,https://www.ncbi.nlm.nih.gov/nuccore/NR_177614
NR_185600,Rhizomarasmius cunninghamietorum,holotype,high,GenBank /type_material qualifier,holotype of Rhizomarasmius cunninghamietorum,HGAS:MF01-10709,MW326779,yes,18,NR_185600 Rhizomarasmius cunninghamietorum HGAS:MF01-10709 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_185600
NR_187064,Clitocybula ellipsospora,holotype,high,GenBank /type_material qualifier,holotype of Clitocybula ellipsospora,AH:52866,OP004321,yes,18,NR_187064 Clitocybula ellipsospora AH:52866 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_187064
NR_103594,Pleurotus cystidiosus var. formosensis,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Pleurotus cystidiosus var. formosensis,CBS:100129,EU424282,yes,17,NR_103594 Pleurotus cystidiosus var. formosensis,https://www.ncbi.nlm.nih.gov/nuccore/NR_103594
NR_119875,Pluteus cervinus,epitype,high,GenBank /type_material qualifier,epitype of Agaricus cervinus,REG:13641,HM562152,yes,17,NR_119875 Pluteus cervinus REG:13641 Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_119875
NR_121488,Inocybe diabolica,isotype,high,GenBank /type_material qualifier,isotype of Inocybe diabolica,WTU:F-063180,HQ201350,yes,17,NR_121488 Inocybe diabolica WTU:F-063180 NO,https://www.ncbi.nlm.nih.gov/nuccore/NR_121488
NR_130189,Phlegmacium alticaudum,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius alticaudus,PC:P. Moenne-Loccoz 1632,KF732247,yes,17,NR_130189 Phlegmacium alticaudum PC:P. Moenne-Loccoz 1632 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_130189
NR_137865,Collybiopsis disjuncta,holotype,high,GenBank /type_material qualifier,holotype of Gymnopus disjunctus,TENN:69172,KJ416252,yes,17,NR_137865 Gymnopus disjunctus TENN:69172 Connecticut US,https://www.ncbi.nlm.nih.gov/nuccore/NR_137865
NR_152907,Hebeloma limbatum,holotype,high,GenBank /type_material qualifier,holotype of Hebeloma limbatum,C:C-F-92311,KT217490,yes,17,NR_152907 Hebeloma limbatum C:C-F-92311 Italy,https://www.ncbi.nlm.nih.gov/nuccore/NR_152907
NR_153230,Russula westii,isotype,high,GenBank /type_material qualifier,isotype of Russula westii,TENN:F16404,KF810121,yes,17,NR_153230 Russula westii TENN:F16404 Florida US,https://www.ncbi.nlm.nih.gov/nuccore/NR_153230
NR_154437,Rhodocybe pallidogrisea,paratype,high,GenBank /type_material qualifier,paratype of Rhodocybe pallidogrisea,CORT:013944,KX271752,yes,17,NR_154437 Rhodocybe pallidogrisea CORT:013944 Australia,https://www.ncbi.nlm.nih.gov/nuccore/NR_154437
NR_157944,Cortinarius maculatipes,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius maculatipes,G:292695_1,KF732345,yes,17,NR_157944 Cortinarius maculatipes G:292695_1 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157944
NR_157958,Cortinarius sphagnetorum,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius sphagnetorum,G:294505_1,KF732430,yes,17,NR_157958 Cortinarius sphagnetorum G:294505_1 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157958
NR_157960,Phlegmacium subcrassoides,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius subcrassoides,G:296100_1,KF732438,yes,17,NR_157960 Cortinarius subcrassoides G:296100_1 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157960
NR_159050,Tricholoma boreosulphurescens,holotype,high,GenBank /type_material qualifier,holotype of Tricholoma boreosulphurescens,O:F-187683,LT222023,no,17,NR_159050 Tricholoma boreosulphurescens O:F-187683 Viken NO,https://www.ncbi.nlm.nih.gov/nuccore/NR_159050
NR_159580,Amanita lanigera,holotype,high,GenBank /type_material qualifier,holotype of Amanita lanigera,HKAS:89030,MH508420,yes,17,NR_159580 Amanita lanigera HKAS:89030 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_159580
NR_160176,Deconica chionophila,type,high,GenBank /type_material qualifier,type material of Psilocybe chionophila,CBS:655.87,MH862110,yes,17,NR_160176 Psilocybe chionophila France,https://www.ncbi.nlm.nih.gov/nuccore/NR_160176
NR_169977,Pluteus keselakii,holotype,high,GenBank /type_material qualifier,holotype of Pluteus keselakii,BRNM:817402,MN250223,yes,17,NR_169977 Pluteus keselakii BRNM:817402 Slovakia,https://www.ncbi.nlm.nih.gov/nuccore/NR_169977
NR_171796,Geoglossum simile,epitype,high,GenBank /type_material qualifier,epitype of Geoglossum simile,CORT:005220,KF944381,yes,17,NR_171796 Geoglossum simile CORT:005220 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_171796
NR_171887,Xerocomus ferrugineus f. aurantiiporus,holotype,high,GenBank /type_material qualifier,holotype of Xerocomus ferrugineus f. aurantiiporus,WU:39588,MT644941,yes,17,NR_171887 Xerocomus ferrugineus f. aurantiiporus WU:39588 Austria,https://www.ncbi.nlm.nih.gov/nuccore/NR_171887
